0.0590373,0.00249253,3.03759,0.241158,0.292735,0.247683,0.0028493,0.0170333,-27.3164,2.57602,0.382586,0.394608,0.148727,0.1651,0.275343,0.135447,0.0860606,0.0344011,0.0960578,0.140456,0.0510823,0.00741707,0.00224387,0.0683344,0.00680561,0.0263005,0.00505899,0.0758085,0.00134315,0.00425303,0.0182092,0.0621156,0.00265879,0.0347101, clase1
0.0357387,0.0157957,3.08113,0.198026,0.276459,0.13272,0.00464338,0.0130958,-25.4596,2.90162,0.457654,0.404365,0.0791933,0.265868,0.311893,0.203847,0.117675,0.0219169,0.123352,0.118724,0.0175003,0.00891562,0.00161304,0.113939,0.00855007,0.0359246,0.00601609,0.0497006,0.000871286,0.0023648,0.0117928,0.04,0.00187448,0.042176, clase1
0.0196874,0.0347511,3.18169,0.165094,0.258617,0.0694737,0.00626646,0.00890833,-25.9616,2.95235,0.451346,0.50854,0.141266,0.360797,0.484971,0.246114,0.086848,0.0778428,0.174765,0.258986,0.162759,0.00608811,0.000947704,0.185928,0.002576,0.0333558,0.00445881,0.0257871,0.000532128,0.00221176,0.00695826,0.0308575,0.00108997,0.054566, clase1
0.0621275,0.00566575,3.04619,0.255167,0.301,0.255251,0.0027509,0.0148708,-26.3767,2.51035,0.466669,0.510774,0.178176,0.255331,0.268874,0.147358,0.0813062,0.0429052,0.107241,0.113196,0.0540301,0.00759903,0.00150296,0.0454411,0.00537341,0.033676,0.00569864,0.0829091,0.00106222,0.00297678,0.0201067,0.0777835,0.00167657,0.037945, clase1
0.0734361,0.00238825,3.03746,0.254912,0.295366,0.319281,0.00257856,0.0208083,-27.4209,2.40129,0.421161,0.48727,0.116227,0.181283,0.21996,0.0990023,0.0649602,-0.0140336,0.0179546,0.0658525,0.00111328,0.00926677,0.00238717,0.0496025,0.00990876,0.0285438,0.00731577,0.0703438,0.00107433,0.00395603,0.0236902,0.0578371,0.00266426,0.0307618, clase1
0.0520608,0.00734969,3.08184,0.238692,0.292888,0.213078,0.00289471,0.0147542,-26.24,2.48248,0.497485,0.500843,0.139013,0.189634,0.272639,0.135603,0.136186,0.132688,0.100046,0.14847,0.0806832,0.00577173,0.00173969,0.0626607,0.00416228,0.0295605,0.00502738,0.0617947,0.000979196,0.00503543,0.0182867,0.0859838,0.00218917,0.0408723, clase1
0.0656074,0.00455231,3.06158,0.256656,0.299971,0.277116,0.00274415,0.01865,-26.5407,2.60707,0.405671,0.406935,0.155031,0.267603,0.3444,0.18033,0.0610562,0.0161776,0.106845,0.0989925,0.0473737,0.00634458,0.00171084,0.0669445,0.00760285,0.0401952,0.00495792,0.0606265,0.000967892,0.0037128,0.0228305,0.0520352,0.00246197,0.033229, clase1
0.0718712,0.00246084,3.02936,0.243884,0.287909,0.327703,0.00226861,0.0259458,-27.1092,2.37494,0.464574,0.501855,0.130795,0.140731,0.162398,0.0697984,0.0781316,0.0219225,0.0374263,0.0463538,0.0418826,0.00991674,0.00231146,0.0545563,0.00964621,0.0293751,0.00861995,0.0643797,0.00107475,0.00541782,0.0230172,0.049119,0.00228639,0.0286595, clase1
0.0698625,0.0076086,3.08455,0.244004,0.292769,0.301698,0.00247413,0.0229583,-25.4378,2.48176,0.395124,0.452666,0.132831,0.0933558,0.178418,0.0257597,0.0287876,0.0503564,0.0692125,0.0749257,0.0661278,0.00914932,0.00218653,0.0348696,0.00959643,0.0365505,0.0122314,0.0634079,0.00137169,0.00532647,0.0229278,0.0620539,0.00244899,0.0275896, clase1
0.0463763,0.00811901,3.07137,0.221934,0.291146,0.170229,0.00348972,0.0130458,-25.736,2.7997,0.262923,0.581306,0.172279,0.157445,0.217149,0.116036,0.110632,0.0632571,0.0723484,0.0625698,0.079258,0.00994196,0.00194155,0.0570144,0.00692814,0.0320014,0.0074202,0.0655516,0.000718272,0.00451451,0.0179671,0.0740701,0.00200381,0.0347432, clase1
0.0640196,0.00448553,3.0578,0.242096,0.295081,0.250248,0.00269446,0.0150583,-26.2781,2.62237,0.322974,0.459978,0.18716,0.140743,0.107555,0.065238,0.0157621,0.0183901,0.0609154,0.108694,0.103124,0.00779369,0.00200365,0.0579765,0.00881078,0.0312194,0.0153416,0.0773055,0.000961857,0.00513636,0.0181159,0.0542328,0.00216585,0.032107, clase1
0.0766931,0.0103837,3.05138,0.265412,0.299964,0.353308,0.00227343,0.0231542,-25.1644,2.34899,0.55985,0.586484,0.168171,0.167828,0.155003,0.0970826,0.125399,0.0523553,0.059108,0.0587961,0.0538979,0.0102896,0.00195402,0.055927,0.00602167,0.032372,0.00597257,0.0617641,0.00114522,0.00383827,0.0317533,0.046832,0.00212366,0.0293086, clase1
0.0795145,0.0199608,3.05504,0.276178,0.305826,0.359652,0.00277475,0.0207292,-24.4896,2.50471,0.570334,0.559764,0.165962,0.183549,0.217064,0.0563413,0.0674175,0.059588,0.0959005,0.0530338,0.0345895,0.00805848,0.00146564,0.0517263,0.00691414,0.0304038,0.00715217,0.0666467,0.00100802,0.00425017,0.0241626,0.0664556,0.00211794,0.0314479, clase1
0.0760658,0.0104415,3.04808,0.265289,0.3011,0.351558,0.00251622,0.0235542,-25.2157,2.54566,0.402067,0.447508,0.156489,0.271647,0.205018,0.101511,0.0862207,0.0407118,0.0690234,0.0403575,0.065023,0.0088364,0.00185209,0.0507152,0.00723435,0.032428,0.00694043,0.072637,0.00119775,0.00405422,0.0231249,0.0556717,0.00229035,0.0304541, clase1
0.0692665,0.00306733,3.07883,0.253577,0.294837,0.311247,0.00258197,0.0269708,-27.1103,2.47292,0.592085,0.481632,0.0902372,0.21205,0.180761,0.0692197,0.0444661,0.0096811,0.00259859,0.0398203,0.0372295,0.0179657,0.00208754,0.0441643,0.00851289,0.0295224,0.0091083,0.0640169,0.0013471,0.00359138,0.0174981,0.0612654,0.00339605,0.0305313, clase1
0.067837,0.0108662,3.08317,0.259045,0.298578,0.312256,0.002678,0.0199833,-25.3313,2.5324,0.646882,0.509862,0.123526,0.088186,0.15692,0.0465181,0.105233,0.042875,0.0461174,0.031447,0.028806,0.0140402,0.00258876,0.0537637,0.00955724,0.033487,0.0105672,0.0686755,0.000964111,0.00525677,0.0160364,0.0554734,0.00252419,0.0314868, clase1
0.0676203,0.00167813,3.01214,0.250282,0.295275,0.294197,0.00239818,0.0212292,-27.7928,2.39758,0.494381,0.535086,0.0894118,0.174064,0.162987,0.0847178,0.08599,0.0212345,0.0672975,0.0380075,0.0555866,0.01158,0.00169036,0.046127,0.0085084,0.0304898,0.00604353,0.0926416,0.00105705,0.00387425,0.0187106,0.0535759,0.00250469,0.0338117, clase1
0.0585247,0.00659524,3.05713,0.230215,0.287151,0.250135,0.00257096,0.01935,-25.662,2.499,0.463699,0.577032,0.120013,0.107917,0.223564,0.0587813,0.0379964,0.0632683,-0.0190222,0.000169286,0.0137885,0.01136,0.00222607,0.0497188,0.011101,0.0248207,0.00676184,0.0715887,0.00111583,0.00474455,0.0244008,0.0603346,0.00235926,0.0295597, clase1
0.0550573,0.0134481,3.05587,0.234416,0.294291,0.210522,0.00317276,0.0166083,-24.9983,2.73722,0.449017,0.479636,0.14732,0.183438,0.272206,0.0831646,-0.00269569,0.0233084,0.00390463,0.0261008,0.0182328,0.0153226,0.0017147,0.0518789,0.00790288,0.032795,0.0101372,0.0723432,0.00121487,0.00324216,0.0183611,0.062483,0.00190473,0.0313243, clase1
0.0663867,0.00748395,3.0363,0.255337,0.299339,0.279963,0.00268716,0.0149417,-25.8729,2.63744,0.53564,0.50572,0.106059,0.12793,0.17867,0.0701484,0.0195278,-0.0224013,0.0355951,-0.00382144,0.00295408,0.0207042,0.00204964,0.055525,0.0132792,0.0330803,0.0104871,0.0775543,0.000787478,0.00300562,0.0190508,0.0488707,0.00257941,0.0322215, clase1
0.068433,0.0055804,3.00364,0.25482,0.296048,0.299817,0.00286315,0.0176958,-26.2197,2.50547,0.512716,0.595314,0.18726,0.187845,0.134343,0.0797723,0.0642563,0.0325079,0.0726242,0.0418741,0.0541714,0.0086627,0.00190549,0.0579908,0.0133358,0.0339032,0.00933169,0.064496,0.000992153,0.00338581,0.0187366,0.0521557,0.00307863,0.0298483, clase1
0.0714211,0.00896648,3.08343,0.256408,0.296088,0.325785,0.00234649,0.021025,-25.355,2.52547,0.546785,0.50347,0.0763291,0.0972661,0.150205,0.0295092,0.0101357,0.0382504,0.0487295,0.0505378,0.0631035,0.0123449,0.00186626,0.051069,0.0122255,0.0374725,0.0112146,0.0544871,0.0013872,0.00490241,0.0208832,0.0486891,0.00313246,0.0270802, clase1
0.0699646,0.00151301,3.01041,0.260402,0.299185,0.294472,0.00258055,0.0148917,-28.2921,2.48025,0.552567,0.545165,0.0818628,0.138098,0.149385,0.074517,0.0960402,0.0333369,0.0477468,0.0221762,0.0473325,0.0112491,0.0024591,0.0456733,0.0108331,0.0265008,0.00596133,0.0674722,0.000784582,0.00402906,0.0199694,0.0718442,0.00297687,0.0311864, clase1
0.0660158,0.000538504,3.03582,0.233181,0.281641,0.303884,0.0023961,0.0261292,-30.0594,2.3404,0.455783,0.468538,0.082224,0.125255,0.156684,0.102294,0.145282,0.0787067,0.04233,0.0476789,0.0118798,0.00992421,0.00260761,0.0536035,0.0091987,0.0273534,0.00671698,0.0714883,0.00119514,0.00357153,0.0173956,0.0536599,0.00420128,0.0294786, clase1
0.0783872,0.00233643,3.08589,0.261961,0.297758,0.359822,0.00205274,0.0252833,-27.1007,2.39601,0.488429,0.497241,0.144768,0.100755,0.171406,0.0968773,0.0552642,0.00403917,-0.033459,-0.00257697,0.0434502,0.0125561,0.00188699,0.0514769,0.00917171,0.0228122,0.00798899,0.0634266,0.00113626,0.00370339,0.0199706,0.0629205,0.00260147,0.0285111, clase1
0.0754449,0.00311495,3.04782,0.256983,0.295697,0.339968,0.0020852,0.0219583,-26.7616,2.47324,0.4596,0.429724,0.0884304,0.142176,0.156932,0.0737996,0.0501321,0.0208169,-0.0245826,0.0215078,0.0671869,0.0150526,0.00206403,0.0602797,0.00943619,0.0252634,0.00992774,0.0663071,0.000991575,0.00488074,0.0190809,0.0518181,0.00299239,0.0299288, clase1
0.0783538,0.00288302,3.06021,0.243207,0.286507,0.378338,0.00196061,0.0339583,-26.5243,2.21122,0.263208,0.368303,0.0875842,0.152428,0.100599,0.038762,0.0792212,-0.00980462,0.00513661,0.0534048,-0.00201455,0.0139416,0.00263606,0.0470075,0.0104476,0.0206509,0.00901776,0.0609329,0.00193914,0.0056298,0.0149362,0.0559357,0.00428166,0.0253253, clase1
0.0691457,0.00372571,3.05221,0.24944,0.295321,0.298058,0.00256624,0.0191667,-26.5965,2.50772,0.546649,0.523555,0.174522,0.163964,0.161997,0.06058,0.0894201,0.0444848,0.053392,0.0276971,0.05933,0.0120856,0.0017333,0.0487589,0.00930157,0.0343446,0.00709504,0.0760773,0.00116526,0.0033014,0.0236885,0.0481552,0.00233541,0.0298548, clase1
0.067387,0.00223635,3.01378,0.243283,0.288029,0.311197,0.00246241,0.0212167,-27.3485,2.4523,0.554807,0.502316,0.185825,0.163702,0.17257,0.0627662,0.0903577,0.0413133,0.0747891,0.0748381,0.0248436,0.0121358,0.00190549,0.0463536,0.00859947,0.0357126,0.00677832,0.0764296,0.00133042,0.00412204,0.0200956,0.0499585,0.00265537,0.0293834, clase1
0.0677516,0.00974265,3.02192,0.245366,0.291415,0.295449,0.00279614,0.0203,-25.2724,2.4391,0.506939,0.542768,0.1024,0.168332,0.196987,0.0632568,0.100221,0.0393181,0.0826497,0.034928,-0.0239017,0.0148252,0.00212342,0.046179,0.0076348,0.0334656,0.00602573,0.061556,0.00136974,0.00450897,0.0233131,0.0569818,0.00248885,0.0276896, clase1
0.0547947,0.0172456,3.03236,0.233534,0.2938,0.213939,0.0029138,0.01475,-24.5696,2.59103,0.447384,0.65523,0.146923,0.229512,0.251999,0.0893865,0.0392547,-0.0093914,0.0262726,-0.00362116,0.038909,0.0189005,0.00161303,0.0700031,0.00786313,0.0275881,0.00518541,0.0671712,0.000745714,0.00293014,0.0197064,0.0599207,0.00201935,0.032174, clase1
0.0628339,0.00218875,3.032,0.231079,0.284672,0.27169,0.002423,0.0205792,-27.1779,2.33582,0.417248,0.593678,0.144448,0.157887,0.208661,0.159682,0.104664,-0.000651225,0.016977,0.0192686,-0.00788142,0.0133357,0.00262856,0.0373639,0.00637399,0.0286832,0.00592224,0.0739569,0.00129735,0.00311913,0.0212771,0.0655228,0.00302336,0.0289893, clase1
0.0645843,0.0017067,3.094,0.247011,0.29263,0.291147,0.00251343,0.0206833,-27.8842,2.41712,0.522703,0.516947,0.0896117,0.136919,0.173989,0.111607,0.0891147,0.0183246,0.054848,0.0309346,0.0418989,0.00929724,0.00259906,0.0494126,0.0135962,0.0301623,0.00907889,0.0702224,0.00119349,0.00562562,0.0170977,0.0541233,0.00306423,0.0295407, clase1
0.0550677,0.0245401,3.04107,0.242492,0.295629,0.212995,0.00345978,0.012675,-24.5032,2.67295,0.703283,0.574103,0.214729,0.245469,0.21329,0.0973776,0.0867304,-0.0264154,0.0111317,0.000481333,0.0149748,0.00779138,0.00132786,0.0478763,0.0104323,0.0387594,0.00481204,0.076723,0.000589636,0.00216133,0.0253315,0.0603917,0.00197236,0.0330814, clase1
